noteId	noteIndex	internalNoteIntercept	internalNoteFactor1	numRatings
1984864897956520422	51	0.29828173	0.46158135	24
1985013627313692757	52	0.38484803	0.33512884	24
1989742220896092445	53	-0.0502012	0.18179876	7
1989788820800147778	54	-0.05458569	0.19537187	7
1989800262383645075	55	0.21238264	-0.15376434	7
2003476122692989405	56	0.24960993	-0.029359538	4
1987334996692975736	57	0.2535153	0.57464457	23
1985780923770564652	58	0.41219264	0.14515847	18
2009465432562966801	59	0.16530111	-0.0014811908	19
1989094034476872103	60	0.27576357	0.6359013	47
2003118008487600634	61	0.39540705	0.105003774	35
1986002610273353842	62	0.24300624	0.5156944	24
1986120541787275344	63	0.2469002	0.5188788	24
1989068142279086559	64	0.21632594	0.73408574	73
2005632331843776849	65	0.37876925	0.4774706	409
1997033927077179842	66	0.24737012	0.4648214	17
1989393103371821293	67	0.18652031	0.37544653	10
1989396495905226837	68	0.18639606	0.37557906	10
1988711203913203713	69	0.44774935	-0.0984193	43
1989413338233626656	70	0.41302136	-0.03899073	36
2000180338329604320	71	0.22655505	0.48304075	11
2000215508356935772	72	0.22653088	0.481764	11
1998766295777439962	73	0.49041963	0.17770922	28
1988710791646724550	74	0.35973528	0.11701588	61
1996939025534361947	75	0.45531312	-0.14022474	55
2006003698921521177	76	0.27930292	-0.33390936	17
1998417304472687088	77	0.4379384	0.007056071	20
1999390758629949938	78	0.513108	0.23466289	190
1999492146877845991	79	0.4469984	0.14510874	190
1999932408687149548	80	0.4069719	-0.066896096	13
1999935753472582064	81	0.37719554	-0.14639746	32
2003971052590797083	82	0.44738325	-0.31393042	107
1990843706346193103	83	0.24345416	0.39626533	20
1990854157377663118	84	0.007059812	-0.4027089	20
1987966120934904219	85	0.20273663	-0.59584457	24
1986813890701701278	86	0.30803517	0.37974417	46
2000166258298265752	87	0.18497698	-0.02836083	11
2000244395530953133	88	0.23882008	0.24091496	11
1987126047972757684	89	0.16221075	-0.7276782	25
1987136167066620281	90	0.032889236	-0.5234669	25
1987251967203172568	91	0.16361253	-0.71838504	25
1988741091663683892	92	0.48227546	0.2318528	301
1996874756289626421	93	0.3829226	0.38089716	42
1996939419341684844	94	0.38652062	0.368682	42
2000215730717851802	95	0.21055596	0.008043335	9
1988649392958533847	96	0.19917285	-0.7320087	94
1997011664290660811	97	0.3101364	0.28959528	13
1997021348820840473	98	0.31146857	0.290234	13
2003793207683920186	99	0.11010642	0.27457327	2
2003840916558156163	100	0.1085983	0.27520886	2
2003940177819980275	101	0.108738676	0.2747132	2
1994905233181298920	102	0.35717723	0.2972853	121
1990082348411408700	103	0.44500047	0.20180295	52
1989398224805773633	104	0.11119063	0.30966157	133
2002024451899109600	105	0.21427405	0.0832481	16
1987252916940321275	106	0.29966536	0.5401884	31
1996307451029643385	107	0.40082532	-0.09664504	42
1995598624969875598	108	0.20519978	0.357527	11
1995685675681685671	109	0.22082484	0.37907067	11
2005632617354277156	110	0.35858262	0.14407848	19
2006210618685284581	111	0.19974352	0.43234983	9
2006360661698236660	112	0.15877743	0.21459888	9
2006721988912464143	113	0.31163442	0.54041487	94
2011831965276639456	114	0.2847745	0.39563796	21
2012137582692295017	115	0.21461204	0.5442035	18
2012205392625897487	116	0.2140956	0.53942364	18
1986580160674500720	117	0.21825944	0.5189668	24
1987325984454885799	118	0.24207367	0.122261725	27
1997341587110494402	119	0.14630468	-0.03354725	8
1992498509384155395	120	0.29399446	0.58223045	38
1992608592680092009	121	0.52310526	-0.0039878846	41
1992609908408135782	122	0.2708031	0.40025762	38
2007078036340973987	123	0.47777605	-0.00089845806	26
2005994436912664727	124	0.45704815	-0.1277455	27
1991521710315643344	125	0.26692232	0.055060703	5
2002182066377797695	126	0.08379265	0.044720765	1
2002486482079011080	127	0.08425976	0.0423859	1
1988331097122320428	128	0.4125861	-0.04129087	27
1988352605085438431	129	0.42656997	-0.1293509	27
1996941721721090391	130	0.27059612	0.56060433	29
2009606005282226605	131	0.0012145354	-0.05038489	6
2009629481648984423	132	0.002508795	-0.051865615	6
1992288358752784836	133	0.4007848	0.18329783	16
1992356387209224471	134	0.40014592	0.18282898	16
2003102167763145012	135	0.41522378	-0.17648323	20
2003104392065556759	136	0.36305812	-0.2533557	20
2010013261303853253	137	0.3905938	-0.32173565	66
1985013848257044705	138	0.10890234	0.3835173	5
1989376073662877958	139	0.21676292	0.6015437	16
1989415367891149275	140	0.13040383	0.459386	16
1989448214643183868	141	0.06698209	0.37666324	16
1984627351078993949	142	0.09616334	-0.40431872	4
1990083545516081561	143	0.4106152	0.4191353	105
1992608955281936446	144	0.22466156	-0.73844004	104
2003596737450070100	145	0.099662274	-0.07106815	3
2004049100052869317	146	0.10055429	-0.07289167	3
2005051228418424874	147	0.18966775	0.583512	19
1996643306118185187	148	0.49691552	0.0836532	53
1991624162054488439	149	0.44510242	0.13048369	39
1992356154853228796	150	0.43452093	-0.13497165	22
2006718789665112223	151	0.32636347	-0.20872448	9
2001749921104281815	152	0.38911036	-0.03710944	12
1993317230952493399	153	0.4220635	-0.2216536	88
1989387703927079026	154	0.11018145	-0.10972109	2
1989397511379783833	155	0.11243156	-0.11165114	2
1989744253593878888	156	-0.11486864	0.047607858	2
1984979073408323672	157	0.28603768	-0.47865042	71
1987930152882282630	158	0.24609903	-0.5450708	21
1987967801814852089	159	0.20401491	-0.5882827	21
1987552005343134181	160	0.41906932	-0.33021018	49
2005070519259873349	161	0.23966947	0.2505968	19
2007910829895647585	162	0.3162637	0.1625135	13
2008167931968999467	163	0.3503129	0.038495082	13
2008552678440271986	164	-0.05561299	0.16728002	2
1988689247650402770	165	0.48038965	-0.25878036	70
1990439509150875654	166	0.18252344	-0.16719581	38
1991160634658972093	167	0.24630304	-0.5751117	19
1994900603751784804	168	0.48510778	0.067685954	35
1994907658583720291	169	0.39631924	0.019709472	24
1991013020399501394	170	0.19702083	-0.5885816	15
1991162603628838972	171	0.19340996	-0.5858589	15
2001046212536115278	172	0.24747604	0.31795672	45
2001063080336269389	173	0.26831907	0.48300403	45
2000312795179385217	174	0.1466576	-0.20722327	3
2008768847227105424	175	0.13846229	0.5797966	44
2008768849018003468	176	0.1379286	0.5414727	44
2008878678784999859	177	0.037767194	-0.8274779	44
2003256334217584862	178	0.28602076	0.15194142	43
1999882753785905332	179	0.28111622	-0.24688299	16
1999893276640280796	180	0.40731558	-0.13051704	16
2011448517634523591	181	0.18946211	-0.1840368	4
1988692586349957447	182	0.23390442	-0.43341824	14
1988716121613046062	183	0.23307675	-0.43316817	14
1988781035476119858	184	0.23326838	-0.43365508	14
1985798054985793701	185	0.027053684	0.40802747	57
2003600861893726500	186	0.23596896	0.49316117	16
2003944497525248075	187	0.14058802	-0.14804643	7
2008174597426880772	188	-0.0788733	-0.18256472	7
1990536749466927506	189	0.20319313	-0.5548736	11
1985801944460402902	190	0.29147747	0.39942014	48
1988279439642206496	191	-0.05411891	0.24262826	9
1998426056240328750	192	0.2984916	0.5648995	46
1992970917589242003	193	0.23723823	0.6018545	35
2004321710774861921	194	0.22184646	0.50734043	8
2011108613935251941	195	0.43931022	-0.2963592	38
2011138681248133164	196	0.42987454	-0.28938887	38
2011163884267209129	197	0.39853308	-0.21145473	38
1995154718071419009	198	0.1538943	-0.19635564	5
1995871409449415142	199	0.32094297	-0.5910157	89
2011827353006100580	200	0.4168025	0.11264166	21
2000243798538899819	201	0.51999503	0.1414175	70
2007073686478569700	202	0.1539272	-0.5066054	30
1994824990877770154	203	0.062554136	-0.10755461	2
1997348318137983271	204	0.15531263	-0.1514468	4
2002482208582361326	205	0.51621705	0.03558246	60
1987203490779701487	206	-0.05433085	0.115721114	1
1987261251295322465	207	0.07647548	-0.16592215	1
1987549966798037208	208	-0.055292185	0.11958246	1
1987550613186453755	209	-0.055294298	0.11947718	1
2003946600725393554	210	0.35493246	-0.00990726	12
1991891970940080301	211	0.07491082	-0.27501658	8
1991933333417144635	212	0.13959311	-0.2737807	8
1997329398756757824	213	0.2246247	0.2530317	18
1985016560444985531	214	0.103862375	0.022665594	3
1996994799162003931	215	-0.044934627	-0.2729917	4
1997030972794028066	216	-0.037899673	-0.2811926	4
1986106993161973877	217	0.41551054	0.42415178	65
1991878132479975783	218	0.20543908	0.110064454	4
1997998824795557937	219	0.29944205	0.036893696	7
1998001253838655950	220	0.29933098	0.03735071	7
1998035588696416554	221	0.30090466	0.026353685	7
1989819735127539814	222	0.12616538	-0.5546591	7
2008769607147135255	223	0.04744658	-0.1673347	4
2008908701583781977	224	0.1300323	-0.058278568	4
2005747980159140209	225	0.11458141	0.4645308	5
1985833880012923032	226	0.13298792	0.22365242	8
1985866538935546158	227	0.022909163	-0.121556096	8
1985888571559968950	228	-0.011526123	-0.11032935	8
1986115472182448631	229	0.09916344	-0.05602964	8
1999651325919834429	230	0.087575756	-0.2776966	2
1999808219578003560	231	0.08775291	-0.27792802	2
1999883080291495982	232	0.088254675	-0.2785416	2
1999988434920788409	233	0.2842392	0.023027372	32
1990825348796199325	234	0.28891292	-0.4005479	23
2005401841878614356	235	0.31441295	0.37993813	22
2008174223345258527	236	-0.06480364	0.16708004	7
2008183663654060357	237	-0.04401	0.12346889	7
1988287475244998915	238	0.4365656	0.32881916	68
1985790215907131589	239	0.18652454	0.47222945	23
1985795654715617599	240	0.18646581	0.47200695	23
2002756419007770869	241	0.38291487	-0.400384	53
2007080022889181657	242	0.18742216	-0.70736426	70
1988715739088384209	243	0.18398884	0.59432065	35
1990173795273867265	244	0.084524095	0.38008466	21
2008931450679173571	245	0.18955652	0.3334278	26
2001256943365595424	246	0.35819364	0.12440561	10
2001264079667966038	247	0.32127768	0.16957732	10
2001296020060209325	248	0.3578913	0.123013124	10
2001296599356669972	249	0.3577375	0.12317038	10
1990087049517346969	250	0.20197414	0.7042133	80
2000934802640236746	251	0.19080141	0.5199742	9
2000936725124932083	252	-0.009948655	-0.3704762	9
1984633896403607556	253	0.25095308	0.22579816	8
1986119712690905273	254	0.28234524	-0.39121667	25
1986878388867371186	255	0.48979238	-0.16905488	58
1992479451418857845	256	0.14266887	-0.4579261	4
1992607472243109904	257	0.11524863	-0.35707515	4
1991876373212795344	258	0.31193295	-0.49368855	23
2005432707027767669	259	0.39866653	-0.20899852	23
2008556597484703961	260	0.26245597	0.055561334	15
2003104864444801053	261	0.31143588	-0.56884974	78
1985410553183948838	262	0.3057757	-0.5410499	97
1985426291189764551	263	0.33829525	-0.4279806	97
1999147595415822744	264	0.08062225	0.37620932	16
2002018422255747133	265	0.4716122	0.116437666	31
1999274779761652001	266	0.2996053	-0.019303318	10
2000931784393908238	267	0.36234242	0.033481948	12
2007843659673194870	268	0.30404034	0.26871857	9
2007945683987206228	269	0.4173134	-0.12988949	37
2004451125437530154	270	0.23106714	-0.025689883	5
2004566355442352287	271	0.23237704	-0.03065151	5
2005002128863941105	272	0.096627586	0.24504642	3
2005073064166297838	273	0.40417746	0.35041097	16
2005277034570793101	274	0.11067858	-0.049025785	2
2005283345509302351	275	0.112216294	-0.04869069	2
2002831681514807677	276	0.47571015	-0.20208886	22
2002839093441667269	277	0.45999652	-0.1900085	22
2002846256251416900	278	0.45255315	-0.13362986	22
1990511069668725120	279	0.31963795	-0.18850873	48
2005997355800117456	280	0.020408496	-0.37798095	23
2006898084383531080	281	0.17566226	-0.21773687	3
2006912661225623726	282	0.17509681	-0.21689115	3
1999878460504735803	283	0.33867824	-0.02384261	17
2008864835748888687	284	0.12470429	0.080630735	15
2008910126053241315	285	0.2256929	0.22584456	15
1985355151167627641	286	0.23611039	-0.35354346	24
1985356607413248243	287	0.27994215	0.40901348	36
1985358942654837060	288	0.26547807	0.33093727	22
1985359759378087979	289	0.39548683	0.29909742	55
1985362117541740891	290	0.3890321	-0.111714624	44
1985836349472034945	291	0.28607222	-0.21177524	26
1986815304547094894	292	0.3877259	-0.22321074	39
1987229824327340113	293	0.26091382	-0.46701637	37
1987232021379264873	294	0.29091093	0.22847094	22
1987236445254234330	295	0.26942343	-0.5385485	37
1987238565890105814	296	0.25145003	-0.5783593	31
1987625630637126114	297	0.32516718	0.33908114	30
1987661065602105386	298	0.39464545	0.04538808	38
1987664653829234848	299	0.36899683	-0.38769916	52
1988375897989132514	300	0.34595454	0.0009115413	31
1988384409599308112	301	0.34334856	0.0023071559	52
1988738109232562228	302	0.28863496	0.45449415	30
1989007786919800978	303	0.2272139	-0.53720933	25
1989065036766015938	304	0.4294914	-0.2251786	26
1989065710266433809	305	0.2789273	-0.45133424	57
1989069280822837414	306	0.27462044	0.37379634	26
1989090031122657408	307	0.28346694	0.008699857	19
1990807578608050559	308	0.40091074	-0.0020682514	35
1991524530993459416	309	0.29993024	0.41957134	42
1991583918517080066	310	0.37200573	-0.1580651	29
1991589284671787167	311	0.27252057	0.05512374	19
1991624574442565857	312	0.25958127	-0.26577145	42
1992696334160101585	313	0.27888763	-0.014659486	20
1993323840139575521	314	0.30328497	0.2777974	18
1993326625551798471	315	0.27092695	-0.09304688	14
1995582121335738760	316	0.26326957	-0.08851552	28
1995597541430182356	317	0.2741694	-0.16262813	9
1995599430142046373	318	0.31119233	0.08250975	24
1995867307868848224	319	0.3112914	0.06834443	30
1995957049776087133	320	0.34742758	0.05700631	28
1995959999760085181	321	0.32614437	0.18731558	24
1996232657730994525	322	0.38360357	-0.08265162	43
1996238233705808082	323	0.36635023	-0.42200637	47
1996239843924332612	324	0.2899267	-0.015442815	22
1996307979444920699	325	0.25328413	-0.382435	22
1996938640333676640	326	0.38003516	0.14692618	47
1996940528617758939	327	0.2811066	0.00870108	20
1996942528847790090	328	0.25042865	0.4539088	30
1996956527895134265	329	0.27773646	-0.22548404	30
1997034198037565751	330	0.37161222	-0.16930898	32
1997334530932302282	331	0.47657403	0.054015674	55
2000326783527170511	332	0.27567115	-0.07962098	19
2000327261480755373	333	0.29067737	-0.256087	28
2001295777696567578	334	0.34716317	0.120623134	30
2001298109695967313	335	0.29552943	-0.17193736	21
2001684129520206066	336	0.3977715	-0.24200082	48
2001690413699084349	337	0.25949687	-0.21937178	26
2002032923059311024	338	0.24914025	-0.045552786	14
2002034716988391616	339	0.2808584	0.03060542	19
2002402117202407762	340	0.34944654	-0.5470357	137
2007619111010881622	341	0.30698633	-0.012471827	23
2006002070550163827	342	0.32245797	0.30301782	12
1998933442449260819	343	0.5077833	0.09856729	52
1990519476903637310	344	0.192074	0.47052547	28
1990538690246947305	345	0.18627803	0.5457956	28
1984616469364183506	346	0.21388805	0.43774986	13
1984724372607648220	347	0.21394134	0.4377915	13
1995576589434892764	348	-0.04044916	0.35412863	17
1995581725657768181	349	0.2784547	-0.45629844	17
2003833284468302023	350	0.3577298	-0.39012495	24
2003835302817702053	351	0.35813746	-0.39054093	24
2004014456905306440	352	0.34694034	-0.37784624	24
1989493089740677590	353	0.15277746	0.61100906	18
1989744003328147796	354	0.15153131	0.61022353	18
1996315778254021042	355	0.1449603	0.28629333	3
1989342867630825751	356	0.23000577	0.35701942	12
1987252452219871406	357	0.33616945	0.4753614	52
1987336270926709108	358	0.05619147	-0.5802771	36
1987253676285603970	359	0.18374617	0.5934199	27
1987268580665377052	360	0.042321566	-0.7689297	27
2009464093497765889	361	0.2757524	0.053297475	6
1984492318787776788	362	0.06502683	0.2778691	5
1984546719686652099	363	0.05049302	-0.31717843	5
1984627019515076652	364	0.047054622	-0.34362876	5
1984645638416486506	365	0.07411697	-0.42584503	5
1991181001217765804	366	0.3805416	-0.043924544	10
2005466308343918624	367	0.25565374	0.05719859	11
2005503299307597988	368	0.07733282	0.513962	11
2005636954797253076	369	0.21903121	0.3963769	11
1990477543841931479	370	0.084569186	0.4780431	22
1990477999893045595	371	0.076356344	0.48352313	22
1990498557757903130	372	0.08325795	0.47896248	22
1990515223313478074	373	0.13400716	-0.600872	22
1990515764328059182	374	0.08679529	-0.48631644	22
1990536419069067551	375	0.04261284	-0.03750872	22
1991281866461073496	376	0.273209	-0.39513326	33
1991291763764437467	377	0.34713253	-0.5160136	33
1995154021422657981	378	0.07297346	0.06651155	4
1994079544811090105	379	0.2910445	-0.20085657	8
1992613616105705607	380	0.30191243	0.59380335	54
1985802092271874386	381	0.026589567	0.23760052	6
2003102600829325568	382	0.24807505	-0.54359746	38
2001331345625092521	383	0.039068088	0.35816014	7
2001381773553373269	384	0.036981165	0.35723078	7
1989033823229665569	385	-0.08168684	0.17719498	4
1989039171453771844	386	0.19200319	-0.43437514	4
1989040822528942348	387	-0.08371354	0.17933036	4
2011453551239688202	388	0.3817514	0.21888444	22
2004700557949214817	389	0.3792077	0.15910567	18
2001373817294246126	390	0.46774113	-0.067766026	24
1986832473884410138	391	0.21449697	-0.055068407	8
2007948315476767066	392	0.2746607	-0.09610164	7
1995500670825197957	393	0.061541576	0.12466581	55
1990508068585480361	394	0.12550293	0.08012539	7
1999606305598701871	395	0.49415812	-0.008727992	43
1987552521078853710	396	0.25264072	-0.30639467	12
1992616976896700491	397	0.3538708	-0.015425313	10
1992637441044267419	398	-0.08766828	0.26785657	10
1991833992421576748	399	0.13101822	0.08737577	3
1991934616165380101	400	0.048534486	0.32587245	3
1992013242785292341	401	0.08527831	-0.4025169	3
1992052633524179072	402	0.044402696	-0.30416706	3
1992196816452870349	403	-0.0909389	0.061122492	3
2000220748472889536	404	0.32245278	0.5213209	57
1990149877184012576	405	0.20502707	0.091359995	37
2003253431918596558	406	0.4679468	-0.025256297	27
1996654926458687976	407	0.18787102	0.09896798	17
1996665301602103513	408	0.29182222	-0.08991809	17
1999485477666132085	409	0.2864496	0.15499702	10
1999542667760251138	410	0.31160605	-0.106522806	9
1999568506405167352	411	0.2750316	-0.17736022	9
2002952665584595041	412	0.25415924	0.5225694	20
2003108838090649837	413	0.1899167	0.42869505	20
2003144420883923276	414	0.25457048	0.52353513	20
1988997494051582297	415	0.3172774	0.42257392	27
1989000978905899144	416	0.31084564	0.40459192	27
1989004542118183166	417	-0.1001133	-0.5209686	27
2000939751969288302	418	0.100988865	-0.29952267	5
1990917996735246354	419	0.39039165	-0.10942153	23
1995958516570333550	420	0.47136045	-0.19631386	52
2001682884189450351	421	0.12858929	0.35345957	15
1991666702170595595	422	0.303827	-0.36161646	13
1991875979787047097	423	0.27537462	-0.37739956	13
1997329537986613265	424	0.07655671	0.11699383	1
1997340083683524714	425	0.07728252	0.12036369	1
2006004354973610471	426	0.3076574	0.23281136	10
2008768479961231686	427	0.30179435	-0.4208788	20
2008768481940942975	428	0.333992	-0.38300383	20
1999874841927627178	429	0.35780108	0.052329633	19
1992615800671211919	430	0.06284211	0.14663734	7
2006731624562446604	431	0.28950152	0.40000144	13
1984981506574492058	432	0.41915134	0.19486095	25
1987605603519287374	433	0.37943655	0.30401	43
1987623947710406989	434	0.3371814	0.19420603	43
2001021666110185763	435	0.17662504	0.5284174	84
2001028300794184072	436	0.3947593	0.4297851	84
2001069959082844560	437	0.3409781	0.522217	84
2008540889098977287	438	0.13452774	-0.4648008	5
1986464361280311712	439	0.15657829	-0.7760631	40
1986467806976876846	440	0.07756068	0.62164646	40
1986483948986433579	441	0.17426817	-0.78313106	40
1986489860400533730	442	0.15345527	-0.77171963	40
1986832054214959186	443	0.09732064	-0.6797176	31
1987337221855121534	444	0.0065955347	0.38111326	11
1987399125831209009	445	0.01958394	-0.33888265	11
1987435448567013561	446	0.056768607	-0.504055	11
1987518975412994265	447	0.13043776	-0.6158064	11
2006732731384840373	448	0.14206834	0.47241122	29
2004965725425860666	449	0.20357473	0.2314643	6
2005037995909341376	450	0.20356056	0.23134172	6
2004986052025499751	451	0.13277654	-0.15286134	7
1997673496424362379	452	0.20297241	-0.20986883	4
1987554021800825052	453	0.3792863	0.1804122	65
2002018760451064242	454	0.2360979	0.2519984	11
2002064849526718511	455	0.20611243	0.28378707	11
2017249367959228650	456	0.32311913	-0.4370143	17
1995155689438687421	457	0.43095538	0.19953491	25
2010717808758272137	458	0.48592272	-0.15935871	74
1993325925685940463	459	0.07422406	0.6688298	34
1984625080526106841	460	-0.06387733	0.05253889	10
1985279464322834597	461	0.36174402	0.21497458	10
1989736738428727302	462	0.24771874	-0.40341142	13
2002748005879824500	463	0.08824886	-0.11704944	1
2002112564545691728	464	-0.11637279	0.118706144	12
1986876967430307869	465	-0.012522881	0.41632047	20
1986879088456581539	466	0.2356169	-0.6230891	20
1986899889805303999	467	0.23622225	-0.6241084	20
2005995722059977210	468	0.46173736	-0.18631947	47
2008769530365886530	469	0.13813782	0.09400667	4
2008769532387602491	470	0.1375234	0.09253103	4
2009626249384046746	471	0.33081338	0.008042394	20
1990885817691091116	472	0.51984763	-0.16149114	52
2002708030790492215	473	0.2524807	0.46099153	13
2002842917761687695	474	0.3519954	0.30313694	13
2004695367787373051	475	0.46659878	-0.28169134	49
2007945989047435301	476	0.1404105	0.5992887	16
2007950199814254796	477	0.15726477	0.62523913	16
2007952103810224480	478	0.17767902	0.6501251	16
1985007513880740182	479	0.24737872	0.4579548	11
1991824969794281898	480	0.43053487	0.16033863	31
1991877925268803777	481	0.3232172	0.17204218	31
2007693417023717536	482	0.44154188	-0.07125458	21
2008736611568144655	483	0.15245703	-0.25305888	5
2008736613912707161	484	0.15001455	-0.25041848	5
2002482002730119505	485	0.33493096	-0.23054221	48
2002818764325130355	486	0.25882474	-0.3388942	13
1995444918555197630	487	0.23860334	0.29379869	17
1995501396955738426	488	0.45956418	0.0037292135	17
1995815709784301901	489	0.04031789	0.3082685	4
1995872447682253184	490	-0.0691316	0.23789544	4
1995891223068840432	491	0.14149812	-0.23822607	4
2000569460571193365	492	0.12584841	-0.17633756	8
2000649076799385782	493	0.26336056	0.12393314	8
2000932368299757820	494	0.48484325	-0.07431793	62
2001040153154896036	495	0.28967032	0.274368	31
2002402991727325281	496	0.3403147	0.10695443	10
2003102360504041842	497	0.16088085	-0.12327427	4
2003105825514991969	498	0.37882718	0.1779504	16
2003105922428592160	499	-0.06965719	-0.03126188	4
2003603295068209380	500	0.31876954	0.24723287	32
2005393136034480448	501	0.25287303	-0.07625365	14
1988351518009950606	502	0.18328933	0.51076555	11
1991504672159342973	503	0.18229315	-0.16127762	11
1991506432714240315	504	0.35666648	-0.0034379382	11
1987334826886680706	505	0.37131017	-0.34090662	27
1986089410710880367	506	0.24398501	-0.27131397	6
1986098042122990065	507	0.22097732	-0.20162843	6
1986119506796716095	508	0.2174305	-0.19661778	6
1990149291755606301	509	0.2935688	-0.3182709	30
2017242598901961082	510	0.047295004	0.37367752	5
2017340997840343326	511	0.051829923	-0.53068614	5
2004700167463727506	512	0.38238144	0.086322084	11
1988283497598120099	513	0.2916422	-0.19611378	9
1988351847292076310	514	0.29192835	-0.1963843	9
1987870758941475175	515	0.2664339	0.31127262	24
1987925795411497169	516	0.30143926	0.47003925	24
1989004803872076113	517	0.0547536	0.29719788	22
1989005967342645704	518	0.108909324	-0.6061116	22
1990120363531862120	519	-0.020874206	0.31365788	9
1990120800330854452	520	0.10433808	-0.5941387	9
1990135905252741132	521	0.05673743	-0.4642813	9
1990508378917888328	522	0.43491372	0.064448625	26
1998072675420274739	523	0.0090141	0.08871717	2
1998108525000556789	524	0.10551138	-0.17981024	2
1998134927934488624	525	0.105215855	-0.17961454	2
1991888502275834035	526	0.20897616	0.53227603	29
1991904112045072823	527	0.26515657	0.5299666	29
1991907752646467867	528	0.21942739	0.5519527	29
1992900213468479662	529	0.034402985	0.26384464	2
1992975374842487288	530	0.149138	0.031937696	2
2006047453976383756	531	0.25186625	-0.22883387	5
2007079694827393360	532	0.109469816	-0.06234557	5
2003472766217949423	533	0.27360278	-0.28621817	10
1986105961354862875	534	0.49697077	0.24477364	95
1994188964484325673	535	0.3562669	-0.03444173	19
1992262263219081310	536	0.19440956	-0.46175048	8
1992352759174365600	537	-0.06279046	0.38788638	8
1989337761288011872	538	0.39396462	-0.24572653	15
1989338599679013145	539	0.39432603	-0.24588728	15
1989340211541610754	540	0.3900306	-0.24382931	15
1999275287096250432	541	0.28649873	0.33926186	16
1986532516334084508	542	0.13087605	-0.59393734	52
1986544825345171487	543	0.15680447	-0.5886153	52
1986715116557984178	544	0.17225966	0.7014302	52
1998515745219653720	545	0.39002818	0.29062864	19
2000557578997104870	546	0.16481881	0.13016672	3
2000570933774291042	547	0.1636694	0.12988237	3
2000586849136652610	548	0.16418295	0.12995018	3
2000613934642888759	549	0.022203702	-0.03921485	3
2003015936857837625	550	0.08716314	-0.13573691	3
2003105556148429199	551	0.17248392	-0.18675564	3
1991932702413471767	552	0.42233598	-0.10882798	23
1992352954532159738	553	0.22936855	-0.009745884	8
1992357412083495378	554	0.011754492	-0.38327917	8
1992357950027915312	555	0.183807	-0.10239889	8
1985803727496769683	556	0.48626807	-0.018187344	45
2004266351477805313	557	0.16255076	-0.05677493	3
2004324493527851513	558	0.1625353	-0.05493371	3
1986922126495134153	559	0.10913297	0.49629167	7
1987250766411641001	560	0.1090923	0.5002688	7
1998042847862272403	561	0.013356011	0.039755557	2
2002817923736383795	562	0.088386275	0.26331645	2
2006353151549440057	563	0.06635767	0.1558181	3
2006367250932982158	564	-0.009986017	-0.00021222187	3
2008919325487358268	565	0.12927125	0.58080703	36
1990071680446685185	566	0.14065912	-0.59320706	18
1990126148626313678	567	0.2225591	-0.5538297	18
