noteId,raterParticipantId,createdAtMillis,version,agree,disagree,helpful,notHelpful,helpfulnessLevel,helpfulOther,helpfulInformative,helpfulClear,helpfulEmpathetic,helpfulGoodSources,helpfulUniqueContext,helpfulAddressesClaim,helpfulImportantContext,helpfulUnbiasedLanguage,notHelpfulOther,notHelpfulIncorrect,notHelpfulSourcesMissingOrUnreliable,notHelpfulOpinionSpeculationOrBias,notHelpfulMissingKeyPoints,notHelpfulOutdated,notHelpfulHardToUnderstand,notHelpfulArgumentativeOrBiased,notHelpfulOffTopic,notHelpfulSpamHarassmentOrAbuse,notHelpfulIrrelevantSources,notHelpfulOpinionSpeculation,notHelpfulNoteNotNeeded,ratedOnTweetId,ratingSourceBucketed,coreRaterFactor1,coreRaterIntercept,tweetId
1998418451359293753,67F70DD2B5D783B68EF2728E2410CE08442E65D04ECB84DA7CA1C0B2B32DE770,1765412212499,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998366776313422224,DEFAULT,0.62287617,0.1839284,1998366776313422224
1998492501053764086,67F70DD2B5D783B68EF2728E2410CE08442E65D04ECB84DA7CA1C0B2B32DE770,1765412206720,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998366776313422224,DEFAULT,0.62287617,0.1839284,1998366776313422224
2002400947079651434,574C7BE4FF3EC3630A2D88BF1BB64C82D12608EC3A04ECC17015D93A15586722,1766285248404,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002282878860669413,DEFAULT,-0.56472474,0.13440572,2002282878860669413
2002401332569797052,574C7BE4FF3EC3630A2D88BF1BB64C82D12608EC3A04ECC17015D93A15586722,1766285242703,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002282878860669413,DEFAULT,-0.56472474,0.13440572,2002282878860669413
1994017614662639731,BAB34CFB3AE9CB29AAEB7BBF4F33D16666255D956E146BAB3EAE1C8E6D9D6CFB,1764264504582,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1993923660701422059,DEFAULT,0.40614343,0.04645801,1993923660701422059
1994084648087888226,BAB34CFB3AE9CB29AAEB7BBF4F33D16666255D956E146BAB3EAE1C8E6D9D6CFB,1764264507396,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993923660701422059,DEFAULT,0.40614343,0.04645801,1993923660701422059
1989329835978641830,D7D737384F48C52B196134FB8E5360EAD7107A0F4C99EDAC0F6200E558757390,1763178552561,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989319322313822491,DEFAULT,-0.17338212,0.18966036,1989319322313822491
1989397051398889897,D7D737384F48C52B196134FB8E5360EAD7107A0F4C99EDAC0F6200E558757390,1763178547861,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989319322313822491,DEFAULT,-0.17338212,0.18966036,1989319322313822491
1985259146262843608,B0A7164CCD2C55D5C8477CCDE8C88C0B9BEF2DDB464757B4C2D2D2123CF8D1E7,1762261375961,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985036807226937516,DEFAULT,0.66833895,0.18458512,1985036807226937516
1985277756444164220,B0A7164CCD2C55D5C8477CCDE8C88C0B9BEF2DDB464757B4C2D2D2123CF8D1E7,1762261371268,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985036807226937516,DEFAULT,0.66833895,0.18458512,1985036807226937516
1985356966131028385,B0A7164CCD2C55D5C8477CCDE8C88C0B9BEF2DDB464757B4C2D2D2123CF8D1E7,1762261353988,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985036807226937516,DEFAULT,0.66833895,0.18458512,1985036807226937516
1985360180582797767,B0A7164CCD2C55D5C8477CCDE8C88C0B9BEF2DDB464757B4C2D2D2123CF8D1E7,1762261350500,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985036807226937516,DEFAULT,0.66833895,0.18458512,1985036807226937516
1989818725340414040,D175FB16A2734BA92AF7BDC8CA43E7C4661E375C985574F17C833D050ABEFA01,1763317599605,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989755354670838043,DEFAULT,-0.46227533,0.31073195,1989755354670838043
1989838895475745134,D175FB16A2734BA92AF7BDC8CA43E7C4661E375C985574F17C833D050ABEFA01,1763317582381,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989755354670838043,DEFAULT,-0.46227533,0.31073195,1989755354670838043
1984864897956520422,4739DBD6E2744553558B8E710FD44AB07451ED3319EB606C110E1BA648290BDB,1762158320595,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984707306786079171,DEFAULT,-0.5796355,0.20116879,1984707306786079171
1985013627313692757,4739DBD6E2744553558B8E710FD44AB07451ED3319EB606C110E1BA648290BDB,1762158314772,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984707306786079171,DEFAULT,-0.5796355,0.20116879,1984707306786079171
1989742220896092445,C2A2E941D9D41F7B5F5CD69C572FE06165B4A67CEC83C29E8FD57089189D3579,1763425764214,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989699497534926925,DEFAULT,-0.16575256,0.22778815,1989699497534926925
1989788820800147778,C2A2E941D9D41F7B5F5CD69C572FE06165B4A67CEC83C29E8FD57089189D3579,1763425758151,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989699497534926925,DEFAULT,-0.16575256,0.22778815,1989699497534926925
1989800262383645075,C2A2E941D9D41F7B5F5CD69C572FE06165B4A67CEC83C29E8FD57089189D3579,1763393821114,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989699497534926925,DEFAULT,-0.16575256,0.22778815,1989699497534926925
1994017614662639731,2711D3F5E5A5BE77300960D3607FBB926A9A14AF841670CE956E000A9F1BBF98,1764261919765,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993923660701422059,DEFAULT,0.754466,0.1918788,1993923660701422059
1994084648087888226,2711D3F5E5A5BE77300960D3607FBB926A9A14AF841670CE956E000A9F1BBF98,1764269439068,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993923660701422059,DEFAULT,0.754466,0.1918788,1993923660701422059
1986002610273353842,69015DA69EC47F36AA8EAB7315CFAA9F95D6A724CEB15A7CB9CC662A5DE8024C,1762372937610,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985783259327054239,DEFAULT,-0.55682784,0.25265342,1985783259327054239
1986120541787275344,69015DA69EC47F36AA8EAB7315CFAA9F95D6A724CEB15A7CB9CC662A5DE8024C,1762372919869,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985783259327054239,DEFAULT,-0.55682784,0.25265342,1985783259327054239
1989393103371821293,1642F1A39A36F6D429359AFCACD36F03D3BEBAF15BBD0D1980C04633C332C2F1,1763147089375,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989228590190456973,DEFAULT,-0.12195045,0.3636541,1989228590190456973
1989396495905226837,1642F1A39A36F6D429359AFCACD36F03D3BEBAF15BBD0D1980C04633C332C2F1,1763147081094,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989228590190456973,DEFAULT,-0.12195045,0.3636541,1989228590190456973
2000180338329604320,FD7578D70698688883A0FFA4DF26CD35E65821C5ABDF43B76B7E41BD1A75405E,1765734626439,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000175099077599562,DEFAULT,-0.4227425,0.20466432,2000175099077599562
2000215508356935772,FD7578D70698688883A0FFA4DF26CD35E65821C5ABDF43B76B7E41BD1A75405E,1765734637415,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000175099077599562,DEFAULT,-0.4227425,0.20466432,2000175099077599562
1999390758629949938,7F21D0AB7C3586D20E40672DA9682614CA9F39A919E8E64ADC7DAF1E328B6CAD,1765563874076,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999285804288635054,DEFAULT,0.4261115,0.22800593,1999285804288635054
1999492146877845991,7F21D0AB7C3586D20E40672DA9682614CA9F39A919E8E64ADC7DAF1E328B6CAD,1765563848733,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999285804288635054,DEFAULT,0.4261115,0.22800593,1999285804288635054
1990843706346193103,F261FECFACA4D9495BEA0C9DC1B71DDE774CB2D5CB5A8AC85FC6AC295D1D11D6,1763540568532,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1990693518793220430,DEFAULT,0.4890126,0.11930203,1990693518793220430
1990854157377663118,F261FECFACA4D9495BEA0C9DC1B71DDE774CB2D5CB5A8AC85FC6AC295D1D11D6,1763540555994,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990693518793220430,DEFAULT,0.4890126,0.11930203,1990693518793220430
2000166258298265752,A2675C8DFB574D9866C083582AD2FFD4B50FE0B89FF582DF5D9B44C67D1C56D5,1765735752889,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999881572103905351,DEFAULT,0.018308481,0.005811177,1999881572103905351
2000244395530953133,A2675C8DFB574D9866C083582AD2FFD4B50FE0B89FF582DF5D9B44C67D1C56D5,1765735768204,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999881572103905351,DEFAULT,0.018308481,0.005811177,1999881572103905351
1987126047972757684,201DE660F3FAAC1E0BDF28A3A10D1C8A8B93D7F5BF367CA8D30F7C3824CDCCD5,1762633516130,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986951005364506817,DEFAULT,0.3075867,0.32671794,1986951005364506817
1987136167066620281,201DE660F3FAAC1E0BDF28A3A10D1C8A8B93D7F5BF367CA8D30F7C3824CDCCD5,1762633505957,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986951005364506817,DEFAULT,0.3075867,0.32671794,1986951005364506817
1987251967203172568,201DE660F3FAAC1E0BDF28A3A10D1C8A8B93D7F5BF367CA8D30F7C3824CDCCD5,1762633488075,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986951005364506817,DEFAULT,0.3075867,0.32671794,1986951005364506817
1996874756289626421,7569D16CB738CB0E62937A70331749E88E53B286031F63EB5DC9D84F34D06FA6,1764978624894,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996765032504242352,DEFAULT,-0.37441272,0.2655406,1996765032504242352
1996939419341684844,7569D16CB738CB0E62937A70331749E88E53B286031F63EB5DC9D84F34D06FA6,1764978632345,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996765032504242352,DEFAULT,-0.37441272,0.2655406,1996765032504242352
1999390758629949938,7569D16CB738CB0E62937A70331749E88E53B286031F63EB5DC9D84F34D06FA6,1765576952909,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999285804288635054,DEFAULT,-0.37441272,0.2655406,1999285804288635054
1999492146877845991,7569D16CB738CB0E62937A70331749E88E53B286031F63EB5DC9D84F34D06FA6,1765576943659,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999285804288635054,DEFAULT,-0.37441272,0.2655406,1999285804288635054
1997011664290660811,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1764964910146,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996917036212244569,DEFAULT,-0.62218356,0.21066116,1996917036212244569
1997021348820840473,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1764964918517,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996917036212244569,DEFAULT,-0.62218356,0.21066116,1996917036212244569
1999390758629949938,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1765558941255,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999285804288635054,DEFAULT,-0.62218356,0.21066116,1999285804288635054
1999492146877845991,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1765558968995,2,0,0,0,0,SOMEWHAT_HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999285804288635054,DEFAULT,-0.62218356,0.21066116,1999285804288635054
2003793207683920186,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1766619818489,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003573280280838653,DEFAULT,-0.62218356,0.21066116,2003573280280838653
2003840916558156163,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1766619828472,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003573280280838653,DEFAULT,-0.62218356,0.21066116,2003573280280838653
2003940177819980275,1F787CE412449621B91DDB89B76CCC7F03944C170DB8FE9D3A68318C2560FEE2,1766619852562,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003573280280838653,DEFAULT,-0.62218356,0.21066116,2003573280280838653
1995598624969875598,77F3621FF8FA173FA4ACD668DF010C276EAE695AC375074FD5F7766FA71A337C,1764625056439,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995479684293779516,DEFAULT,-0.69782645,0.26504534,1995479684293779516
1995685675681685671,77F3621FF8FA173FA4ACD668DF010C276EAE695AC375074FD5F7766FA71A337C,1764803891976,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995479684293779516,DEFAULT,-0.69782645,0.26504534,1995479684293779516
2006210618685284581,77F3621FF8FA173FA4ACD668DF010C276EAE695AC375074FD5F7766FA71A337C,1767220038281,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006032941638369424,DEFAULT,-0.69782645,0.26504534,2006032941638369424
2006360661698236660,77F3621FF8FA173FA4ACD668DF010C276EAE695AC375074FD5F7766FA71A337C,1767220027193,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006032941638369424,DEFAULT,-0.69782645,0.26504534,2006032941638369424
2012137582692295017,77F3621FF8FA173FA4ACD668DF010C276EAE695AC375074FD5F7766FA71A337C,1768595139125,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011918275169374544,DEFAULT,-0.69782645,0.26504534,2011918275169374544
2012205392625897487,77F3621FF8FA173FA4ACD668DF010C276EAE695AC375074FD5F7766FA71A337C,1768595121090,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011918275169374544,DEFAULT,-0.69782645,0.26504534,2011918275169374544
1992498509384155395,8A5473834CD1CF59A09438452B220C20F184F6A366F4F37B8E5420F8B981CF92,1763923869657,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992391271969943776,DEFAULT,-0.41931826,0.33441085,1992391271969943776
1992609908408135782,8A5473834CD1CF59A09438452B220C20F184F6A366F4F37B8E5420F8B981CF92,1763923856007,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992391271969943776,DEFAULT,-0.41931826,0.33441085,1992391271969943776
2002182066377797695,0B526F4F68764939264EA0ED6998AF89CB73018640F8811E8C7560A5DA735D23,1766198829981,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002036816501776631,DEFAULT,-0.09833402,0.2565744,2002036816501776631
2002486482079011080,0B526F4F68764939264EA0ED6998AF89CB73018640F8811E8C7560A5DA735D23,1769097517113,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002036816501776631,DEFAULT,-0.09833402,0.2565744,2002036816501776631
1988331097122320428,AB24DF5BF9F1E730E97FBF26535B795F904C63DD0ECBA48BC2E8021370247B2E,1762901485942,2,0,0,0,0,HELPFUL,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988253213414330708,DEFAULT,-0.6643804,0.226305,1988253213414330708
1988352605085438431,AB24DF5BF9F1E730E97FBF26535B795F904C63DD0ECBA48BC2E8021370247B2E,1762901494581,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988253213414330708,DEFAULT,-0.6643804,0.226305,1988253213414330708
2009606005282226605,8BA2BFCFB6C5099E897C2BFC06F1AA46A5683FA9DBBF0FDAE0E1AC1687801CED,1767992940902,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009449979195347051,DEFAULT,0.6810713,0.15555196,2009449979195347051
2009629481648984423,8BA2BFCFB6C5099E897C2BFC06F1AA46A5683FA9DBBF0FDAE0E1AC1687801CED,1767992933014,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009449979195347051,DEFAULT,0.6810713,0.15555196,2009449979195347051
1992288358752784836,E8D6A718E6894F173A246AEED6E8B67AD167F51A790E72A6B8981E2D3FD60908,1763852679991,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992186300569387022,DEFAULT,-0.46621156,0.2683993,1992186300569387022
1992356387209224471,E8D6A718E6894F173A246AEED6E8B67AD167F51A790E72A6B8981E2D3FD60908,1763852675238,2,0,0,0,0,HELPFUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992186300569387022,DEFAULT,-0.46621156,0.2683993,1992186300569387022
2003102167763145012,0DB18EA6DA3D5FBF0143F36FF49858C8BC8FB322F84E66C5A41604FA061BD700,1766428638836,2,0,0,0,0,HELPFUL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003072387290747314,DEFAULT,-0.05237662,0.1587075,2003072387290747314
2003104392065556759,0DB18EA6DA3D5FBF0143F36FF49858C8BC8FB322F84E66C5A41604FA061BD700,1766428624467,2,0,0,0,0,SOMEWHAT_HELPFUL,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2003072387290747314,DEFAULT,-0.05237662,0.1587075,2003072387290747314
1998418451359293753,A65E315CAACB5BF47FF8D7FA99EBF482EFF05FFC8026EB2F90648B1D994637BD,1765314792921,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998366776313422224,DEFAULT,-0.35628438,0.34795862,1998366776313422224
1998492501053764086,A65E315CAACB5BF47FF8D7FA99EBF482EFF05FFC8026EB2F90648B1D994637BD,1765314779874,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998366776313422224,DEFAULT,-0.35628438,0.34795862,1998366776313422224
1989376073662877958,1462B1786CAF22523A90865FF303EDD69FA433DA632F9208F480E5F380F5711E,1763175046012,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989125742257664383,DEFAULT,-0.20574489,0.18348153,1989125742257664383
1989415367891149275,1462B1786CAF22523A90865FF303EDD69FA433DA632F9208F480E5F380F5711E,1763175054921,2,0,0,0,0,HELPFUL,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989125742257664383,DEFAULT,-0.20574489,0.18348153,1989125742257664383
1989448214643183868,1462B1786CAF22523A90865FF303EDD69FA433DA632F9208F480E5F380F5711E,1763175089244,2,0,0,0,0,SOMEWHAT_HELPFUL,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1989125742257664383,DEFAULT,-0.20574489,0.18348153,1989125742257664383
2003596737450070100,8014F69CB9E87276941FF0AFE34A3ABDC847D0D5EE8DB34C5CC3D9BD354848BC,1766662840978,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2003236303689937369,DEFAULT,-0.829803,0.124943234,2003236303689937369
2004049100052869317,8014F69CB9E87276941FF0AFE34A3ABDC847D0D5EE8DB34C5CC3D9BD354848BC,1766662832054,2,0,0,0,0,NOT_HELPFUL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2003236303689937369,DEFAULT,-0.829803,0.124943234,2003236303689937369
1989387703927079026,A782B1D8B5AF6F0E7E80F852E3C69DAE4F62C530077F333DA2ABC813103253AC,1763165176869,2,0,0,0,0,HELPFUL,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989354247054381132,DEFAULT,-0.17442192,0.40238467,1989354247054381132
